orderId,client_id,order_date
35895,60,2022-06-03
35896,6307,2022-06-02
35897,60,2022-05-20
35898,8845,2022-04-21
35899,1650,2022-06-29
35900,8336,2022-05-24
35901,5005,2022-04-10
35902,5363,2022-04-21
35903,5890,2022-04-30
35904,2643,2022-06-08
35905,4931,2022-04-28
35906,6307,2022-06-03
35907,753,2022-05-04
35908,2643,2022-06-16
35909,5262,2022-05-10
35910,2961,2022-04-24
35911,3079,2022-06-14
35912,4499,2022-06-06
35913,8761,2022-05-04
35914,110,2022-04-17
35915,8224,2022-06-09
35916,817,2022-06-20
35917,1516,2022-04-28
35918,3569,2022-06-11
35919,6269,2022-06-12
35920,3945,2022-04-08
35921,3504,2022-04-09
35922,6307,2022-05-23
35923,8831,2022-06-18
35924,1473,2022-05-09
35925,2686,2022-06-01
35926,817,2022-05-21
35927,1516,2022-05-04
35928,3301,2022-05-17
35929,5531,2022-04-02
35930,4196,2022-04-11
35931,8132,2022-04-03
35932,1369,2022-04-16
35933,925,2022-04-01
35934,682,2022-06-07
35935,3199,2022-05-06
35936,4931,2022-05-23
35937,6656,2022-06-22
35938,6266,2022-06-25
35939,6350,2022-04-08
35940,8398,2022-06-11
35941,823,2022-04-30
35942,4499,2022-04-14
35943,9096,2022-04-23
35944,5531,2022-06-29
35945,6360,2022-04-02
35946,8278,2022-04-09
35947,3815,2022-05-23
35948,2927,2022-05-11
35949,7778,2022-06-11
35950,5531,2022-06-28
35951,5531,2022-04-01
35952,1607,2022-06-01
35953,5531,2022-04-02
35954,3199,2022-06-07
35955,3001,2022-04-27
35956,4570,2022-04-17
35957,5531,2022-05-28
35958,1516,2022-04-22
35959,6307,2022-04-22
35960,3815,2022-04-19
35961,3815,2022-05-30
35962,4499,2022-06-18
35963,5465,2022-05-20
35964,3840,2022-06-17
35965,6099,2022-04-25
35966,2442,2022-05-17
35967,817,2022-05-23
35968,5461,2022-04-15
35969,6307,2022-06-19
35970,8559,2022-04-21
35971,6592,2022-04-21
35972,3964,2022-04-21
35973,817,2022-05-10
35974,940,2022-04-20
35975,3815,2022-04-24
35976,5641,2022-06-06
35977,8419,2022-06-14
35978,4786,2022-04-11
35979,817,2022-04-17
35980,3500,2022-05-04
35981,5592,2022-05-24
35982,2810,2022-04-23
35983,5141,2022-04-22
35984,2978,2022-06-25
35985,3079,2022-04-22
35986,8556,2022-06-04
35987,5461,2022-05-19
35988,1516,2022-05-08
35989,4931,2022-06-10
35990,2978,2022-05-03
35991,8273,2022-06-16
35992,6202,2022-05-02
35993,2978,2022-05-09
35994,4931,2022-05-02
35995,6736,2022-06-11
35996,8152,2022-04-24
35997,6097,2022-06-12
35998,5531,2022-04-25
35999,7164,2022-04-16
36000,7811,2022-04-10
36001,2035,2022-06-15
36002,2663,2022-04-25
36003,6202,2022-05-28
36004,2978,2022-04-18
36005,3746,2022-05-25
36006,2898,2022-05-13
36007,2978,2022-05-10
36008,3505,2022-06-20
36009,1152,2022-05-02
36010,3242,2022-04-23
36011,3184,2022-04-04
36012,5490,2022-06-19
36013,2978,2022-04-11
36014,5531,2022-04-24
36015,1139,2022-05-27
36016,620,2022-05-11
36017,2570,2022-04-17
36018,1939,2022-05-01
36019,5545,2022-06-06
36020,817,2022-05-23
36021,817,2022-05-29
36022,2686,2022-05-28
36023,817,2022-06-14
36024,2686,2022-05-07
36025,817,2022-05-17
36026,6307,2022-05-04
36027,5438,2022-06-21
36028,1486,2022-04-30
36029,2914,2022-04-14
36030,817,2022-04-08
36031,2978,2022-06-22
36032,6307,2022-04-16
36033,2978,2022-06-01
36034,4499,2022-05-21
36035,3355,2022-06-22
36036,8273,2022-05-20
36037,8419,2022-05-30
36038,3505,2022-04-21
36039,4703,2022-04-30
36040,5024,2022-05-29
36041,5531,2022-05-13
36042,894,2022-04-29
36043,5531,2022-04-16
36044,5531,2022-06-10
36045,1516,2022-05-18
36046,3815,2022-05-01
36047,6307,2022-04-13
36048,1242,2022-05-28
36049,1986,2022-05-07
36050,6228,2022-04-23
36051,5531,2022-04-03
36052,2878,2022-04-27
36053,2978,2022-04-08
36054,6815,2022-06-18
36055,920,2022-04-17
36056,7365,2022-04-21
36057,5531,2022-05-05
36058,817,2022-05-12
36059,599,2022-05-01
36060,2442,2022-05-22
36061,7135,2022-05-11
36062,2678,2022-04-25
36063,5339,2022-06-21
36064,586,2022-05-02
36065,5531,2022-04-18
36066,6544,2022-06-06
36067,7778,2022-04-29
36068,60,2022-05-03
36069,817,2022-04-28
36070,4931,2022-05-05
36071,7661,2022-05-24
36072,4328,2022-05-11
36073,5134,2022-05-13
36074,7807,2022-04-21
36075,8422,2022-04-09
36076,2957,2022-05-17
36077,3671,2022-05-01
36078,4982,2022-04-04
36079,2686,2022-05-26
36080,3154,2022-04-12
36081,48,2022-04-02
36082,7005,2022-06-14
36083,3700,2022-06-08
36084,2978,2022-06-22
36085,1516,2022-04-23
36086,817,2022-06-23
36087,2686,2022-04-03
36088,2978,2022-05-10
36089,1939,2022-06-06
36090,3079,2022-04-25
36091,5531,2022-04-05
36092,7778,2022-05-11
36093,7661,2022-05-04
36094,3524,2022-06-15
36095,817,2022-05-05
36096,7778,2022-04-13
36097,4931,2022-06-17
36098,3569,2022-05-21
36099,920,2022-05-24
36100,5531,2022-05-29
36101,2517,2022-04-14
36102,1934,2022-06-10
36103,7861,2022-06-08
36104,5232,2022-05-12
36105,3342,2022-04-11
36106,5322,2022-06-08
36107,4931,2022-04-25
36108,817,2022-04-25
36109,2278,2022-04-30
36110,920,2022-06-11
36111,2978,2022-04-03
36112,2360,2022-06-02
36113,3295,2022-06-10
36114,5111,2022-05-20
36115,7370,2022-04-23
36116,5780,2022-04-24
36117,5531,2022-04-01
36118,3079,2022-06-09
36119,2643,2022-06-06
36120,2978,2022-05-27
36121,60,2022-04-23
36122,920,2022-04-14
36123,6202,2022-05-15
36124,4931,2022-05-27
36125,6314,2022-06-09
36126,6656,2022-04-26
36127,7916,2022-06-07
36128,2978,2022-04-16
36129,817,2022-06-06
36130,5592,2022-05-15
36131,9034,2022-06-11
36132,844,2022-04-16
36133,959,2022-04-21
36134,822,2022-06-22
36135,817,2022-06-08
36136,6726,2022-04-13
36137,5531,2022-06-16
36138,7107,2022-06-13
36139,5531,2022-04-12
36140,3242,2022-05-01
36141,2978,2022-06-07
36142,3815,2022-05-28
36143,2467,2022-05-06
36144,5531,2022-04-24
36145,5531,2022-06-19
36146,5592,2022-05-25
36147,1242,2022-04-05
36148,2686,2022-06-17
36149,5779,2022-05-02
36150,8721,2022-05-06
36151,3569,2022-06-05
36152,1650,2022-06-06
36153,3217,2022-06-16
36154,2686,2022-04-12
36155,6307,2022-05-08
36156,6307,2022-04-19
36157,4931,2022-06-26
36158,7344,2022-04-14
36159,5531,2022-06-18
36160,4499,2022-06-20
36161,3566,2022-05-29
36162,270,2022-06-22
36163,1934,2022-06-28
36164,5461,2022-06-10
36165,8592,2022-05-12
36166,2978,2022-06-19
36167,8382,2022-04-23
36168,817,2022-06-26
36169,4303,2022-05-02
36170,2978,2022-04-16
36171,440,2022-06-10
36172,9001,2022-04-21
36173,8721,2022-04-20
36174,1746,2022-06-17
36175,817,2022-04-11
36176,6496,2022-05-03
36177,817,2022-06-06
36178,2098,2022-04-03
36179,7861,2022-05-19
36180,2978,2022-06-14
36181,920,2022-04-29
36182,3776,2022-06-21
36183,9020,2022-06-24
36184,3955,2022-05-20
36185,2162,2022-04-23
36186,817,2022-06-27
36187,6307,2022-04-13
36188,4014,2022-06-08
36189,2978,2022-06-01
36190,3815,2022-05-06
36191,3609,2022-04-03
36192,5794,2022-05-02
36193,2368,2022-04-17
36194,1139,2022-04-10
36195,817,2022-05-29
36196,3331,2022-06-24
36197,7294,2022-06-02
36198,3815,2022-05-26
36199,5531,2022-05-07
36200,5461,2022-05-27
36201,920,2022-06-16
36202,1884,2022-06-02
36203,7555,2022-04-11
36204,5592,2022-04-20
36205,7365,2022-05-13
36206,2517,2022-06-21
36207,7778,2022-04-11
36208,5490,2022-04-01
36209,817,2022-05-20
36210,1139,2022-04-11
36211,5531,2022-05-20
36212,2828,2022-06-26
36213,6592,2022-04-20
36214,6307,2022-05-17
36215,4931,2022-06-05
36216,8634,2022-05-29
36217,8700,2022-04-15
36218,1516,2022-05-09
36219,2442,2022-04-18
36220,3079,2022-05-04
36221,2686,2022-05-31
36222,8374,2022-05-23
36223,3685,2022-05-22
36224,1453,2022-06-16
36225,7861,2022-05-01
36226,1516,2022-05-04
36227,2946,2022-04-22
36228,3815,2022-04-13
36229,7241,2022-05-02
36230,6307,2022-05-10
36231,1516,2022-04-11
36232,43,2022-04-06
36233,3815,2022-04-01
36234,1516,2022-06-26
36235,312,2022-05-02
36236,817,2022-04-25
36237,4730,2022-06-11
36238,3169,2022-05-14
36239,1242,2022-06-23
36240,2686,2022-06-13
36241,8320,2022-04-26
36242,8559,2022-04-16
36243,6307,2022-06-01
36244,648,2022-06-08
36245,817,2022-05-16
36246,5779,2022-05-07
36247,959,2022-05-28
36248,4464,2022-04-11
36249,6187,2022-05-22
36250,4400,2022-04-09
36251,4499,2022-06-02
36252,7561,2022-05-14
36253,2699,2022-04-30
36254,6090,2022-04-19
36255,1516,2022-04-21
36256,3681,2022-06-20
36257,704,2022-06-04
36258,7778,2022-05-28
36259,3771,2022-06-19
36260,5323,2022-05-09
36261,2409,2022-05-27
36262,3815,2022-05-05
36263,913,2022-05-27
36264,6592,2022-06-11
36265,2570,2022-04-29
36266,4468,2022-04-21
36267,7778,2022-04-27
36268,817,2022-06-12
36269,1307,2022-04-07
36270,5972,2022-05-27
36271,91,2022-04-13
36272,9148,2022-05-19
36273,3476,2022-04-12
36274,2502,2022-04-28
36275,3126,2022-05-29
36276,7778,2022-06-07
36277,2978,2022-05-04
36278,4931,2022-05-19
36279,5531,2022-05-13
36280,4931,2022-06-12
36281,3079,2022-06-22
36282,4499,2022-05-14
36283,4469,2022-04-20
36284,983,2022-04-07
36285,7107,2022-05-21
36286,844,2022-05-22
36287,1021,2022-06-21
36288,920,2022-04-21
36289,617,2022-05-15
36290,620,2022-04-28
36291,136,2022-05-29
36292,4960,2022-04-02
36293,5531,2022-05-08
36294,6093,2022-06-06
36295,1634,2022-05-29
36296,2978,2022-04-25
36297,2699,2022-04-13
36298,2416,2022-06-14
36299,5531,2022-06-14
36300,4114,2022-04-14
36301,2314,2022-04-10
36302,6307,2022-04-25
36303,2351,2022-04-27
36304,5339,2022-05-11
36305,7005,2022-06-05
36306,3301,2022-04-24
36307,6202,2022-06-16
36308,3120,2022-05-11
36309,5461,2022-06-05
36310,8320,2022-06-08
36311,280,2022-06-26
36312,2435,2022-04-29
36313,817,2022-05-04
36314,4886,2022-06-01
36315,817,2022-04-09
36316,913,2022-05-13
36317,99,2022-04-13
36318,7833,2022-05-12
36319,4931,2022-05-24
36320,4931,2022-05-24
36321,7778,2022-06-25
36322,4139,2022-05-05
36323,3815,2022-06-10
36324,2686,2022-05-30
36325,4931,2022-05-11
36326,2675,2022-05-22
36327,4909,2022-04-06
36328,8675,2022-06-13
36329,3815,2022-06-23
36330,8273,2022-06-05
36331,817,2022-05-17
36332,941,2022-05-22
36333,6145,2022-04-09
36334,1516,2022-04-12
36335,5531,2022-04-13
36336,6819,2022-05-20
36337,920,2022-05-24
36338,5490,2022-05-14
36339,2161,2022-04-29
36340,7813,2022-06-11
36341,2983,2022-04-16
36342,2643,2022-05-30
36343,2421,2022-06-11
36344,3239,2022-05-30
36345,3894,2022-04-01
36346,817,2022-05-05
36347,8059,2022-06-21
36348,1034,2022-05-12
36349,7365,2022-04-06
36350,4931,2022-04-03
36351,817,2022-04-19
36352,5779,2022-05-28
36353,3815,2022-06-23
36354,1934,2022-04-10
36355,6269,2022-06-22
36356,5531,2022-06-10
36357,5359,2022-04-19
36358,587,2022-04-16
36359,91,2022-04-30
36360,777,2022-04-12
36361,9130,2022-06-23
36362,1632,2022-04-20
36363,6656,2022-04-26
36364,817,2022-04-19
36365,8909,2022-04-10
36366,3566,2022-04-03
36367,817,2022-04-27
36368,3294,2022-05-04
36369,6592,2022-04-25
36370,6307,2022-06-01
36371,1978,2022-05-14
36372,4635,2022-06-23
36373,5410,2022-06-25
36374,8382,2022-06-25
36375,844,2022-04-16
36376,8400,2022-06-16
36377,2978,2022-04-03
36378,5998,2022-05-15
36379,2978,2022-06-12
36380,6153,2022-06-26
36381,4616,2022-06-14
36382,4833,2022-05-14
36383,4741,2022-05-18
36384,3238,2022-05-11
36385,2034,2022-04-20
36386,4931,2022-05-17
36387,5628,2022-05-14
36388,817,2022-05-31
36389,3815,2022-04-03
36390,5701,2022-06-12
36391,817,2022-05-11
36392,6592,2022-04-27
36393,8273,2022-04-16
36394,4700,2022-05-04
36395,817,2022-04-16
36396,4305,2022-06-27
36397,2570,2022-05-25
36398,2978,2022-06-02
36399,2837,2022-04-01
36400,3815,2022-05-29
36401,817,2022-05-09
36402,817,2022-05-29
36403,5531,2022-04-05
36404,3569,2022-04-13
36405,7107,2022-05-23
36406,2620,2022-04-22
36407,1516,2022-04-29
36408,60,2022-04-16
36409,8307,2022-05-01
36410,5196,2022-06-19
36411,3154,2022-05-15
36412,1844,2022-05-14
36413,2978,2022-04-18
36414,4931,2022-04-15
36415,5049,2022-06-14
36416,4499,2022-04-10
36417,1799,2022-05-22
36418,1527,2022-05-10
36419,162,2022-05-22
36420,3199,2022-04-30
36421,2927,2022-04-17
36422,5531,2022-06-01
36423,6592,2022-06-11
36424,6307,2022-05-18
36425,2686,2022-04-18
36426,3301,2022-05-28
36427,2008,2022-04-24
36428,8427,2022-04-28
36429,1954,2022-05-05
36430,4931,2022-05-20
36431,6307,2022-06-19
36432,5531,2022-06-16
36433,7423,2022-04-01
36434,60,2022-04-02
36435,1139,2022-06-10
36436,4931,2022-06-01
36437,896,2022-05-12
36438,7811,2022-05-09
36439,7778,2022-06-07
36440,6307,2022-04-13
36441,5330,2022-04-10
36442,2978,2022-04-27
36443,1516,2022-04-29
36444,3883,2022-06-25
36445,7385,2022-05-11
36446,817,2022-05-12
36447,817,2022-04-09
36448,5531,2022-05-20
36449,1939,2022-06-09
36450,3569,2022-05-10
36451,4303,2022-06-17
36452,1516,2022-06-04
36453,5531,2022-04-27
36454,2978,2022-04-12
36455,6307,2022-05-22
36456,99,2022-04-22
36457,1516,2022-05-15
36458,7365,2022-05-03
36459,1934,2022-05-26
36460,1634,2022-05-20
36461,6755,2022-04-10
36462,4575,2022-04-02
36463,953,2022-04-13
36464,3184,2022-05-04
36465,8000,2022-05-26
36466,2978,2022-04-22
36467,6307,2022-05-24
36468,7573,2022-04-10
36469,1968,2022-04-26
36470,104,2022-05-26
36471,2517,2022-04-23
36472,5339,2022-05-04
36473,6592,2022-06-02
36474,2978,2022-04-09
36475,817,2022-05-07
36476,6307,2022-04-18
36477,4303,2022-04-10
36478,1146,2022-04-23
36479,2957,2022-06-16
36480,4666,2022-05-20
36481,1144,2022-05-28
36482,1516,2022-04-26
36483,3423,2022-04-23
36484,6644,2022-04-15
36485,4931,2022-06-02
36486,4503,2022-04-26
36487,6592,2022-04-22
36488,8398,2022-06-11
36489,5262,2022-05-26
36490,817,2022-06-09
36491,6726,2022-04-29
36492,6202,2022-06-21
36493,6266,2022-05-19
36494,4499,2022-06-07
36495,3815,2022-04-24
36496,6307,2022-04-10
36497,1242,2022-06-28
36498,2978,2022-04-29
36499,2686,2022-06-01
36500,2978,2022-05-12
36501,2360,2022-05-20
36502,3238,2022-04-30
36503,4931,2022-06-18
36504,2678,2022-04-06
36505,777,2022-05-02
36506,8273,2022-04-11
36507,6186,2022-06-14
36508,7107,2022-06-17
36509,2978,2022-04-17
36510,4602,2022-04-25
36511,8307,2022-04-09
36512,5531,2022-04-13
36513,817,2022-04-13
36514,5531,2022-05-29
36515,4786,2022-06-09
36516,2258,2022-04-01
36517,6338,2022-04-26
36518,2978,2022-05-07
36519,69,2022-04-26
36520,4224,2022-05-14
36521,2927,2022-04-21
36522,6307,2022-04-15
36523,5461,2022-04-10
36524,2570,2022-06-22
36525,4931,2022-05-14
36526,5580,2022-05-11
36527,7778,2022-05-13
36528,7646,2022-04-14
36529,7811,2022-05-14
36530,817,2022-06-06
36531,4503,2022-04-29
36532,5592,2022-04-08
36533,4499,2022-06-11
36534,4931,2022-06-08
36535,1516,2022-06-12
36536,5634,2022-04-11
36537,1139,2022-04-07
36538,2978,2022-05-30
36539,6090,2022-05-24
36540,6090,2022-06-07
36541,3110,2022-05-21
36542,3815,2022-06-14
36543,2978,2022-06-27
36544,3815,2022-06-19
36545,7873,2022-05-19
36546,7365,2022-06-04
36547,1516,2022-06-18
36548,817,2022-05-10
36549,1516,2022-04-19
36550,3079,2022-04-17
36551,6815,2022-04-27
36552,5616,2022-05-23
36553,5461,2022-06-25
36554,6307,2022-04-04
36555,2686,2022-05-11
36556,2978,2022-04-19
36557,7588,2022-05-01
36558,969,2022-04-20
36559,122,2022-05-11
36560,2686,2022-04-07
36561,2698,2022-04-03
36562,1047,2022-06-19
36563,3217,2022-04-09
36564,6330,2022-06-27
36565,753,2022-05-06
36566,3670,2022-06-23
36567,5461,2022-06-27
36568,3217,2022-06-09
36569,4303,2022-06-23
36570,7661,2022-06-16
36571,7162,2022-04-26
36572,2978,2022-06-13
36573,6090,2022-05-19
36574,5531,2022-04-07
36575,2570,2022-06-12
36576,3079,2022-05-02
36577,3815,2022-04-21
36578,1934,2022-06-03
36579,817,2022-04-22
36580,5459,2022-05-24
36581,1746,2022-06-02
36582,2978,2022-04-09
36583,5592,2022-06-02
36584,817,2022-05-22
36585,1746,2022-05-28
36586,817,2022-06-20
36587,7344,2022-05-01
36588,913,2022-06-26
36589,4577,2022-06-11
36590,7778,2022-06-01
36591,4318,2022-04-27
36592,778,2022-05-22
36593,6202,2022-06-13
36594,5592,2022-05-10
36595,2978,2022-05-31
36596,1516,2022-05-04
36597,5490,2022-05-04
36598,5531,2022-04-29
36599,817,2022-04-03
36600,8273,2022-06-02
36601,3365,2022-05-11
36602,2978,2022-05-03
36603,817,2022-04-24
36604,3199,2022-05-04
36605,3815,2022-04-24
36606,8334,2022-06-09
36607,817,2022-06-19
36608,7107,2022-05-16
36609,2686,2022-06-26
36610,7107,2022-05-03
36611,6307,2022-04-09
36612,8273,2022-05-03
36613,8419,2022-05-15
36614,5384,2022-06-20
36615,7165,2022-04-02
36616,2686,2022-05-01
36617,2570,2022-04-13
36618,5461,2022-06-22
36619,5385,2022-04-18
36620,2978,2022-06-28
36621,2978,2022-06-27
36622,2570,2022-04-15
36623,2723,2022-05-13
36624,648,2022-06-18
36625,2686,2022-06-13
36626,817,2022-04-18
36627,8118,2022-04-16
36628,6800,2022-04-08
36629,6029,2022-06-24
36630,7861,2022-05-03
36631,6726,2022-05-29
36632,4931,2022-04-16
36633,7190,2022-06-07
36634,3569,2022-04-09
36635,7861,2022-06-06
36636,817,2022-04-01
36637,4438,2022-05-06
36638,60,2022-05-03
36639,1032,2022-05-04
36640,1607,2022-06-04
36641,6264,2022-06-07
36642,2978,2022-04-18
36643,2360,2022-04-22
36644,8320,2022-05-01
36645,8353,2022-04-01
36646,5262,2022-06-07
36647,5641,2022-04-03
36648,2978,2022-04-17
36649,3717,2022-05-21
36650,4583,2022-06-15
36651,1026,2022-06-24
36652,7107,2022-04-10
36653,2369,2022-05-16
36654,7365,2022-05-25
36655,9034,2022-04-13
36656,2538,2022-05-19
36657,5600,2022-06-20
36658,3505,2022-04-12
36659,3031,2022-06-13
36660,1516,2022-06-06
36661,5531,2022-04-29
36662,7162,2022-04-19
36663,2978,2022-06-28
36664,5531,2022-05-15
36665,8059,2022-04-20
36666,5461,2022-06-21
36667,6269,2022-04-08
36668,5262,2022-04-30
36669,4499,2022-05-22
36670,4440,2022-04-14
36671,817,2022-06-18
36672,6307,2022-06-16
36673,4499,2022-06-04
36674,1516,2022-04-18
36675,5592,2022-04-19
36676,3545,2022-04-08
36677,5531,2022-04-05
36678,4070,2022-04-10
36679,3815,2022-04-26
36680,889,2022-04-18
36681,5531,2022-05-25
36682,5531,2022-05-28
36683,817,2022-04-03
36684,173,2022-06-22
36685,817,2022-04-14
36686,5592,2022-06-11
36687,2978,2022-06-04
36688,6496,2022-05-03
36689,2671,2022-04-30
36690,1139,2022-04-03
36691,2273,2022-06-18
36692,7005,2022-04-27
36693,2978,2022-06-09
36694,1934,2022-05-08
36695,245,2022-06-10
36696,6755,2022-05-08
36697,120,2022-06-07
36698,7083,2022-06-06
36699,2442,2022-04-02
36700,170,2022-05-02
36701,3001,2022-06-21
36702,2698,2022-04-07
36703,1139,2022-06-23
36704,2678,2022-04-01
36705,5339,2022-06-12
36706,1516,2022-06-06
36707,5232,2022-05-12
36708,1516,2022-06-26
36709,7778,2022-05-03
36710,3242,2022-04-19
36711,2836,2022-04-10
36712,5531,2022-04-11
36713,4499,2022-05-21
36714,7279,2022-04-11
36715,2978,2022-06-09
36716,2912,2022-05-09
36717,693,2022-05-27
36718,3217,2022-04-22
36719,6180,2022-04-15
36720,2828,2022-04-03
36721,2978,2022-06-04
36722,6307,2022-06-20
36723,1516,2022-04-13
36724,2846,2022-04-02
36725,1516,2022-04-25
36726,817,2022-05-11
36727,5592,2022-05-25
36728,1516,2022-06-14
36729,1746,2022-05-12
36730,1417,2022-04-24
36731,7319,2022-06-18
36732,5461,2022-05-25
36733,4973,2022-05-31
36734,817,2022-05-30
36735,5635,2022-05-20
36736,6308,2022-05-28
36737,6683,2022-05-11
36738,7458,2022-06-11
36739,817,2022-06-01
36740,3199,2022-04-22
36741,6307,2022-04-28
36742,6217,2022-05-31
36743,6202,2022-04-06
36744,7476,2022-04-09
36745,4931,2022-04-20
36746,3184,2022-05-30
36747,2978,2022-06-26
36748,4931,2022-05-09
36749,8142,2022-05-04
36750,817,2022-06-12
36751,1585,2022-04-05
36752,2978,2022-04-07
36753,6202,2022-04-06
36754,3751,2022-04-02
36755,7779,2022-04-08
36756,8419,2022-06-14
36757,2978,2022-05-05
36758,817,2022-04-21
36759,7741,2022-04-11
36760,5545,2022-06-05
36761,8320,2022-05-08
36762,3643,2022-05-25
36763,5339,2022-04-16
36764,2961,2022-04-05
36765,2346,2022-04-02
36766,7241,2022-04-04
36767,2360,2022-05-23
36768,1516,2022-06-02
36769,5531,2022-05-09
36770,6090,2022-06-08
36771,5950,2022-05-12
36772,2978,2022-05-15
36773,8419,2022-05-15
36774,6307,2022-06-14
36775,3217,2022-04-25
36776,8901,2022-04-01
36777,6307,2022-05-30
36778,4841,2022-04-13
36779,2286,2022-04-10
36780,5262,2022-04-04
36781,1634,2022-04-07
36782,1891,2022-04-04
36783,1516,2022-06-15
36784,1516,2022-04-07
36785,7661,2022-04-24
36786,7595,2022-04-20
36787,335,2022-05-19
36788,3036,2022-04-15
36789,2643,2022-05-23
36790,48,2022-04-19
36791,2978,2022-04-20
36792,2686,2022-05-30
36793,6307,2022-04-29
36794,7365,2022-04-06
36795,6307,2022-06-16
36796,3569,2022-06-05
36797,2978,2022-05-04
36798,1746,2022-05-21
36799,3079,2022-04-22
36800,6082,2022-05-12
36801,4758,2022-05-09
36802,4369,2022-06-10
36803,7306,2022-04-29
36804,1844,2022-04-15
36805,6307,2022-04-20
36806,381,2022-05-22
36807,2643,2022-06-05
36808,1516,2022-05-18
36809,1886,2022-04-30
36810,7403,2022-04-24
36811,4786,2022-06-12
36812,8362,2022-06-12
36813,8382,2022-05-03
36814,4823,2022-04-18
36815,6982,2022-04-25
36816,4931,2022-06-03
36817,3969,2022-04-28
36818,1040,2022-04-07
36819,1960,2022-05-21
36820,3087,2022-05-08
36821,3454,2022-05-12
36822,7264,2022-06-22
36823,6430,2022-04-13
36824,2978,2022-04-05
36825,5490,2022-05-08
36826,5531,2022-06-23
36827,6202,2022-04-29
36828,8717,2022-05-17
36829,4931,2022-04-12
36830,6319,2022-04-18
36831,4931,2022-06-06
36832,4931,2022-04-09
36833,1259,2022-04-04
36834,889,2022-04-28
36835,817,2022-04-01
36836,8382,2022-04-19
36837,48,2022-04-06
36838,3354,2022-06-08
36839,7811,2022-04-20
36840,817,2022-04-01
36841,7969,2022-06-23
36842,921,2022-04-10
36843,6202,2022-04-22
36844,1516,2022-04-18
36845,2978,2022-04-22
36846,7076,2022-04-18
36847,2978,2022-04-02
36848,3079,2022-04-03
36849,5531,2022-04-17
36850,2978,2022-04-16
36851,1516,2022-04-05
36852,1634,2022-04-15
36853,2028,2022-04-08
36854,6650,2022-04-11
36855,2978,2022-04-13
36856,817,2022-06-07
36857,8273,2022-05-23
36858,2675,2022-04-21
36859,8273,2022-05-21
36860,2978,2022-04-18
36861,2978,2022-06-26
36862,817,2022-05-10
36863,6524,2022-05-30
36864,7778,2022-04-15
36865,4741,2022-05-24
36866,817,2022-06-23
36867,4715,2022-04-03
36868,817,2022-04-30
36869,817,2022-05-27
36870,6726,2022-04-01
36871,5531,2022-04-29
36872,4931,2022-04-23
36873,2978,2022-04-08
36874,745,2022-06-03
36875,1516,2022-05-03
36876,5749,2022-05-20
36877,2039,2022-04-26
36878,4499,2022-06-21
36879,4931,2022-06-12
36880,4931,2022-04-23
36881,60,2022-05-22
36882,6202,2022-04-04
36883,6307,2022-05-04
36884,2846,2022-06-25
36885,2686,2022-06-09
36886,5262,2022-04-10
36887,3445,2022-06-27
36888,8675,2022-06-16
36889,60,2022-04-16
36890,6307,2022-06-18
36891,5531,2022-06-06
36892,8273,2022-05-18
36893,104,2022-04-20
36894,7778,2022-04-11
36895,745,2022-05-15
36896,817,2022-04-23
36897,2978,2022-05-10
36898,3569,2022-05-25
36899,4931,2022-04-11
36900,817,2022-05-11
36901,2098,2022-04-25
36902,443,2022-06-20
36903,6020,2022-04-30
36904,2675,2022-04-03
36905,4741,2022-05-18
36906,3815,2022-04-10
36907,3815,2022-04-29
36908,4883,2022-06-25
36909,3199,2022-05-07
36910,4610,2022-06-13
36911,1939,2022-06-11
36912,6307,2022-04-04
36913,2570,2022-05-01
36914,5545,2022-04-17
36915,4931,2022-05-26
36916,5592,2022-05-16
36917,5301,2022-05-04
36918,3964,2022-06-01
36919,44,2022-06-16
36920,4499,2022-04-24
36921,2858,2022-06-17
36922,65,2022-05-12
36923,2363,2022-04-27
36924,2570,2022-06-05
36925,7107,2022-04-23
36926,817,2022-05-08
36927,4583,2022-05-28
36928,2442,2022-06-09
36929,5592,2022-05-25
36930,3120,2022-04-10
36931,817,2022-04-24
36932,1227,2022-05-31
36933,7421,2022-06-09
36934,3765,2022-04-05
36935,8273,2022-04-13
36936,817,2022-04-10
36937,2839,2022-05-29
36938,5461,2022-05-05
36939,1516,2022-05-17
36940,2570,2022-06-22
36941,6266,2022-06-20
36942,3962,2022-04-08
36943,3815,2022-06-12
36944,648,2022-06-25
36945,48,2022-04-19
36946,3771,2022-04-17
36947,1460,2022-05-08
36948,3815,2022-04-11
36949,2953,2022-04-28
36950,2978,2022-06-24
36951,817,2022-05-18
36952,6739,2022-05-31
36953,2978,2022-05-21
36954,817,2022-05-10
36955,7778,2022-04-07
36956,3199,2022-06-12
36957,3815,2022-04-07
36958,817,2022-06-06
36959,3815,2022-06-01
36960,1516,2022-05-31
36961,4583,2022-04-14
36962,8592,2022-05-25
36963,5531,2022-06-13
36964,4634,2022-06-06
36965,2978,2022-06-02
36966,7975,2022-06-17
36967,4931,2022-05-15
36968,2978,2022-04-25
36969,2978,2022-06-25
36970,817,2022-04-03
36971,1433,2022-04-01
36972,9017,2022-06-20
36973,817,2022-04-01
36974,2978,2022-05-17
36975,8320,2022-04-10
36976,2435,2022-06-11
36977,817,2022-04-23
36978,5531,2022-04-29
36979,8073,2022-05-04
36980,2960,2022-04-07
36981,557,2022-06-11
36982,2686,2022-04-04
