productId,productname,price,stock,description,merchant_id
1743,Top_20620,483.61,632,Product Top_20620,1
1744,Top_56902,325.05,484,Product Top_56902,1
1745,Top_329,484.95,177,Product Top_329,1
1746,Top_23665,346.27,67,Product Top_23665,1
1747,Western Dress_44967,236.29,830,Product Western Dress_44967,1
1748,Western Dress_6378,425.33,502,Product Western Dress_6378,1
1749,Western Dress_23162,186.33,603,Product Western Dress_23162,2
1750,Western Dress_61,477.55,385,Product Western Dress_61,1
1751,Western Dress_41056,366.96,821,Product Western Dress_41056,1
1752,Western Dress_41307,55.24,928,Product Western Dress_41307,1
1753,Western Dress_43637,463.73,148,Product Western Dress_43637,2
1754,Western Dress_48866,495.46,452,Product Western Dress_48866,1
1755,Western Dress_3235,219.5,460,Product Western Dress_3235,1
1756,Western Dress_28374,345.04,701,Product Western Dress_28374,1
1757,Western Dress_55857,450.9,651,Product Western Dress_55857,1
1758,Western Dress_50974,404.75,567,Product Western Dress_50974,1
1759,Western Dress_25169,77.71,454,Product Western Dress_25169,1
1760,Western Dress_30147,421.3,121,Product Western Dress_30147,1
1761,Top_47743,78.96,150,Product Top_47743,1
1762,Top_65439,253.59,70,Product Top_65439,1
1763,Top_14413,235.89,165,Product Top_14413,1
1764,Top_28017,398.08,652,Product Top_28017,1
1765,Top_16588,423.54,189,Product Top_16588,1
1766,Top_27144,150.36,986,Product Top_27144,1
1767,Top_56018,99.79,62,Product Top_56018,1
1768,Western Dress_10103,102.04,527,Product Western Dress_10103,1
1769,Western Dress_18700,358.87,557,Product Western Dress_18700,1
1770,Western Dress_56663,138.37,385,Product Western Dress_56663,1
1771,Western Dress_25916,417.5,925,Product Western Dress_25916,1
1772,Western Dress_23883,273.45,230,Product Western Dress_23883,1
1773,Western Dress_4670,134.91,642,Product Western Dress_4670,1
1774,Western Dress_58771,269.54,224,Product Western Dress_58771,1
1775,Top_41956,333.73,34,Product Top_41956,1
1776,Top_23971,77.42,517,Product Top_23971,1
1777,Top_26627,171.16,107,Product Top_26627,1
1778,Top_9010,436.9,321,Product Top_9010,1
1779,Top_44308,187.61,971,Product Top_44308,1
1780,Top_4807,236.86,540,Product Top_4807,1
1781,Top_25697,313.79,939,Product Top_25697,1
1782,Western Dress_51087,227.24,694,Product Western Dress_51087,1
1783,Western Dress_32655,445.37,403,Product Western Dress_32655,1
1784,Western Dress_20855,311.57,123,Product Western Dress_20855,1
1785,Western Dress_35011,410.62,622,Product Western Dress_35011,1
1786,Western Dress_19388,496.82,283,Product Western Dress_19388,1
1787,Western Dress_61776,173.78,612,Product Western Dress_61776,1
1788,Western Dress_31639,370.21,636,Product Western Dress_31639,1
1789,Top_29827,107.37,993,Product Top_29827,1
1790,Top_25077,425.23,549,Product Top_25077,1
1791,Top_22756,394.27,925,Product Top_22756,1
1792,Top_42650,489.84,65,Product Top_42650,1
1793,Top_41394,295.61,135,Product Top_41394,1
1794,Top_3550,388.6,770,Product Top_3550,1
1795,Top_59152,137.62,854,Product Top_59152,1
1796,Set_24211,215.71,924,Product Set_24211,2
1797,Set_32173,454.51,953,Product Set_32173,1
1798,Set_36139,197.52,291,Product Set_36139,1
1799,Set_3668,352.07,282,Product Set_3668,2
1800,Set_13157,204.23,474,Product Set_13157,1
1801,Set_57047,315.72,320,Product Set_57047,1
1802,Set_27638,293.54,536,Product Set_27638,1
1803,Set_50735,286.72,796,Product Set_50735,1
1804,Set_52281,114.6,357,Product Set_52281,1
1805,Set_3935,359.93,981,Product Set_3935,1
1806,Set_39697,181.51,85,Product Set_39697,1
1807,Set_25251,389.49,94,Product Set_25251,1
1808,Set_57324,258.84,85,Product Set_57324,2
1809,Set_62494,318.05,922,Product Set_62494,1
1810,Set_38783,234.1,833,Product Set_38783,2
1811,Set_52038,242.0,799,Product Set_52038,1
1812,Set_62859,403.88,552,Product Set_62859,1
1813,Set_48144,395.05,516,Product Set_48144,2
1814,Set_33537,102.99,910,Product Set_33537,1
1815,Set_9383,289.35,522,Product Set_9383,1
1816,Set_32462,69.71,145,Product Set_32462,1
1817,Set_32289,167.29,944,Product Set_32289,1
1818,Set_17154,154.91,495,Product Set_17154,1
1819,Set_16561,375.35,682,Product Set_16561,1
1820,Set_34029,401.34,951,Product Set_34029,1
1821,Set_52258,321.54,560,Product Set_52258,1
1822,Set_51755,352.78,413,Product Set_51755,1
1823,Set_61179,462.86,684,Product Set_61179,1
1824,Set_774,95.78,380,Product Set_774,1
1825,Set_47942,144.38,74,Product Set_47942,1
1826,Set_50630,204.68,398,Product Set_50630,1
1827,Set_2719,372.73,415,Product Set_2719,2
1828,Set_62301,467.8,764,Product Set_62301,2
1829,Set_52485,123.61,474,Product Set_52485,2
1830,Set_56058,202.15,962,Product Set_56058,2
1831,Set_62318,90.76,559,Product Set_62318,1
1832,Set_25242,390.57,739,Product Set_25242,1
1833,Set_20802,167.82,772,Product Set_20802,1
1834,Set_55209,286.11,724,Product Set_55209,2
1835,Set_9474,167.74,649,Product Set_9474,1
1836,Set_63017,115.63,483,Product Set_63017,2
1837,Set_42494,343.54,864,Product Set_42494,2
1838,Set_19415,134.6,324,Product Set_19415,1
1839,Set_2101,421.27,438,Product Set_2101,1
1840,kurta_37653,283.38,837,Product kurta_37653,2
1841,kurta_32446,307.28,104,Product kurta_32446,1
1842,kurta_51639,329.22,324,Product kurta_51639,1
1843,kurta_9431,350.93,516,Product kurta_9431,2
1844,kurta_40833,103.58,628,Product kurta_40833,1
1845,kurta_22392,171.15,537,Product kurta_22392,1
1846,kurta_55697,126.57,141,Product kurta_55697,2
1847,kurta_14228,477.91,484,Product kurta_14228,1
1848,kurta_18877,86.9,350,Product kurta_18877,1
1849,kurta_16099,214.39,568,Product kurta_16099,1
1850,kurta_1388,381.94,637,Product kurta_1388,1
1851,kurta_19332,242.12,86,Product kurta_19332,1
1852,kurta_4451,68.52,590,Product kurta_4451,1
1853,kurta_44472,125.54,393,Product kurta_44472,1
1854,kurta_26839,374.51,646,Product kurta_26839,1
1855,kurta_53128,197.28,790,Product kurta_53128,1
1856,kurta_54320,272.03,339,Product kurta_54320,1
1857,kurta_23249,206.82,727,Product kurta_23249,1
1858,kurta_55147,232.16,685,Product kurta_55147,1
1859,kurta_25068,319.37,723,Product kurta_25068,2
1860,Set_24344,296.87,68,Product Set_24344,2
1861,Set_43406,418.14,807,Product Set_43406,1
1862,Set_15594,250.12,187,Product Set_15594,2
1863,Set_35877,465.35,123,Product Set_35877,1
1864,Set_34568,423.41,872,Product Set_34568,1
1865,Set_42997,381.03,606,Product Set_42997,1
1866,Set_58666,226.27,663,Product Set_58666,1
1867,Set_57941,75.42,784,Product Set_57941,1
1868,Set_45338,231.57,872,Product Set_45338,1
1869,Set_16156,495.25,687,Product Set_16156,1
1870,Set_33802,357.33,75,Product Set_33802,1
1871,Set_19601,311.38,947,Product Set_19601,1
1872,Set_28549,86.78,756,Product Set_28549,1
1873,Set_3049,166.92,747,Product Set_3049,1
1874,Set_55363,332.88,44,Product Set_55363,1
1875,Set_65410,226.85,319,Product Set_65410,1
1876,Set_65205,174.62,506,Product Set_65205,1
1877,Set_49689,102.56,900,Product Set_49689,1
1878,Set_32318,137.8,46,Product Set_32318,1
1879,Set_18093,395.34,10,Product Set_18093,1
1880,Set_3656,477.48,705,Product Set_3656,1
1881,Set_25816,432.34,69,Product Set_25816,1
1882,Set_34371,485.15,445,Product Set_34371,2
1883,Set_2505,327.75,879,Product Set_2505,1
1884,Set_16475,235.87,422,Product Set_16475,1
1885,Set_31470,483.01,483,Product Set_31470,1
1886,kurta_3229,441.39,419,Product kurta_3229,2
1887,kurta_61924,473.46,498,Product kurta_61924,2
1888,kurta_44272,128.75,35,Product kurta_44272,1
1889,kurta_4200,342.58,264,Product kurta_4200,2
1890,kurta_13193,402.56,655,Product kurta_13193,1
1891,kurta_34573,258.61,189,Product kurta_34573,1
1892,kurta_16682,97.09,994,Product kurta_16682,1
1893,kurta_7792,85.82,767,Product kurta_7792,1
1894,kurta_9067,186.75,503,Product kurta_9067,1
1895,kurta_62957,151.7,250,Product kurta_62957,1
1896,kurta_41209,103.15,82,Product kurta_41209,1
1897,kurta_17372,88.77,723,Product kurta_17372,1
1898,kurta_32608,182.99,107,Product kurta_32608,1
1899,Set_44358,213.99,708,Product Set_44358,1
1900,Set_43549,127.86,297,Product Set_43549,1
1901,Set_60898,284.78,815,Product Set_60898,1
1902,Set_10464,193.3,601,Product Set_10464,1
1903,Set_38265,257.99,713,Product Set_38265,1
1904,Set_22666,462.37,136,Product Set_22666,1
1905,Set_5754,260.61,51,Product Set_5754,1
1906,Set_30218,67.2,576,Product Set_30218,2
1907,Set_36644,180.6,12,Product Set_36644,1
1908,Set_10448,68.13,277,Product Set_10448,1
1909,Set_27992,346.27,381,Product Set_27992,2
1910,Set_7,293.2,883,Product Set_7,2
1911,Set_8875,234.19,338,Product Set_8875,1
1912,Set_31689,462.93,698,Product Set_31689,1
1913,Set_62761,435.59,609,Product Set_62761,1
1914,Set_55320,448.78,910,Product Set_55320,1
1915,Set_42625,465.04,346,Product Set_42625,1
1916,Set_27668,166.75,212,Product Set_27668,1
1917,Set_58495,66.69,335,Product Set_58495,1
1918,Set_60660,442.39,94,Product Set_60660,1
1919,Set_36750,122.92,537,Product Set_36750,1
1920,Set_14719,186.14,975,Product Set_14719,1
1921,Set_37137,206.81,197,Product Set_37137,1
1922,Set_13407,166.35,139,Product Set_13407,1
1923,Set_38203,303.65,88,Product Set_38203,1
1924,Set_58529,411.18,488,Product Set_58529,1
1925,Set_62290,66.95,168,Product Set_62290,1
1926,Set_65244,222.55,710,Product Set_65244,1
1927,Set_23755,294.88,124,Product Set_23755,2
1928,Set_4650,62.41,343,Product Set_4650,1
1929,Set_47881,332.09,150,Product Set_47881,1
1930,Set_44307,85.22,939,Product Set_44307,2
1931,Set_38427,84.59,730,Product Set_38427,2
1932,Set_25060,219.75,864,Product Set_25060,1
1933,Set_48308,236.46,719,Product Set_48308,1
1934,Set_60436,379.04,371,Product Set_60436,1
1935,Set_30322,400.19,441,Product Set_30322,1
1936,Set_55985,258.41,502,Product Set_55985,1
1937,Set_4920,142.91,550,Product Set_4920,2
1938,Set_50970,392.05,627,Product Set_50970,1
1939,Set_1021,269.75,258,Product Set_1021,1
1940,Set_65386,380.69,129,Product Set_65386,1
1941,Set_49229,126.39,980,Product Set_49229,1
1942,Set_64900,226.61,623,Product Set_64900,1
1943,Set_33475,108.94,170,Product Set_33475,2
1944,Set_36130,358.02,261,Product Set_36130,1
1945,Set_30586,138.57,542,Product Set_30586,1
1946,Set_14313,229.55,87,Product Set_14313,1
1947,Set_52791,67.19,998,Product Set_52791,1
1948,Set_22566,318.56,196,Product Set_22566,1
1949,Set_37710,409.66,143,Product Set_37710,1
1950,Set_19055,271.45,409,Product Set_19055,1
1951,Set_46026,358.22,166,Product Set_46026,1
1952,Set_27692,404.25,533,Product Set_27692,1
1953,Set_7317,71.31,515,Product Set_7317,1
1954,Set_54734,420.36,898,Product Set_54734,1
1955,kurta_57738,494.32,764,Product kurta_57738,1
1956,kurta_37889,243.11,231,Product kurta_37889,1
1957,kurta_27948,197.59,404,Product kurta_27948,1
1958,kurta_38622,347.33,395,Product kurta_38622,1
1959,kurta_48599,289.38,408,Product kurta_48599,1
1960,kurta_7636,114.71,975,Product kurta_7636,1
1961,kurta_53808,110.36,966,Product kurta_53808,1
1962,kurta_43366,197.38,914,Product kurta_43366,2
1963,kurta_35210,490.74,0,Product kurta_35210,1
1964,kurta_60335,102.57,737,Product kurta_60335,1
1965,kurta_58571,398.76,786,Product kurta_58571,1
1966,kurta_5835,73.14,633,Product kurta_5835,1
1967,kurta_12867,328.94,915,Product kurta_12867,1
1968,kurta_48839,109.98,182,Product kurta_48839,1
1969,Top_41412,475.92,431,Product Top_41412,1
1970,Top_25169,303.84,75,Product Top_25169,1
1971,Top_53872,437.48,564,Product Top_53872,1
1972,Top_31737,103.55,705,Product Top_31737,1
1973,Top_65213,455.84,12,Product Top_65213,1
1974,Top_40293,235.87,468,Product Top_40293,1
1975,Top_53328,222.87,1,Product Top_53328,1
1976,Top_5027,380.13,991,Product Top_5027,1
1977,Top_15373,425.76,398,Product Top_15373,1
1978,Top_10733,52.03,695,Product Top_10733,1
1979,Top_39703,360.37,618,Product Top_39703,1
1980,Top_37407,392.75,481,Product Top_37407,1
1981,Top_61201,300.94,88,Product Top_61201,1
1982,Top_51148,244.31,103,Product Top_51148,1
1983,Top_51434,59.29,173,Product Top_51434,1
1984,Top_35745,179.28,699,Product Top_35745,1
1985,Top_8756,112.12,757,Product Top_8756,1
1986,Top_2387,55.17,657,Product Top_2387,1
1987,Top_58060,125.56,370,Product Top_58060,1
1988,Top_54007,74.04,903,Product Top_54007,1
1989,Top_13007,79.59,658,Product Top_13007,1
1990,Top_19732,258.77,31,Product Top_19732,1
1991,Top_26539,159.8,733,Product Top_26539,1
1992,Top_44810,240.41,600,Product Top_44810,1
1993,Top_8490,303.63,393,Product Top_8490,1
1994,Top_24390,364.36,512,Product Top_24390,1
1995,Top_34086,186.7,298,Product Top_34086,1
1996,Top_13861,372.21,506,Product Top_13861,1
1997,Top_33838,105.34,820,Product Top_33838,2
1998,Western Dress_59855,402.46,569,Product Western Dress_59855,1
1999,Western Dress_40181,130.34,503,Product Western Dress_40181,1
2000,Western Dress_62689,276.02,682,Product Western Dress_62689,1
2001,Western Dress_36236,441.21,611,Product Western Dress_36236,1
2002,Western Dress_2113,389.1,213,Product Western Dress_2113,1
2003,Western Dress_55324,267.86,7,Product Western Dress_55324,1
2004,Western Dress_10967,241.68,49,Product Western Dress_10967,1
2005,Western Dress_31972,205.04,673,Product Western Dress_31972,2
2006,Western Dress_61682,104.29,932,Product Western Dress_61682,1
2007,Western Dress_63105,277.66,95,Product Western Dress_63105,2
2008,Western Dress_40267,77.21,739,Product Western Dress_40267,1
2009,Western Dress_46684,94.31,717,Product Western Dress_46684,1
2010,Western Dress_62505,85.46,816,Product Western Dress_62505,1
2011,Western Dress_35633,120.97,108,Product Western Dress_35633,2
2012,Western Dress_52932,106.77,836,Product Western Dress_52932,1
2013,Western Dress_4820,141.63,685,Product Western Dress_4820,1
2014,Western Dress_49023,121.69,155,Product Western Dress_49023,1
2015,Western Dress_23790,202.98,32,Product Western Dress_23790,1
2016,Western Dress_54330,470.28,977,Product Western Dress_54330,1
2017,Western Dress_46523,248.01,260,Product Western Dress_46523,1
2018,Western Dress_15095,170.28,92,Product Western Dress_15095,1
2019,Western Dress_33779,495.02,860,Product Western Dress_33779,1
2020,Western Dress_63398,153.0,685,Product Western Dress_63398,1
2021,Western Dress_57004,296.58,631,Product Western Dress_57004,1
2022,Western Dress_62394,118.57,456,Product Western Dress_62394,1
2023,Western Dress_26954,463.84,396,Product Western Dress_26954,1
2024,Western Dress_39857,143.28,191,Product Western Dress_39857,1
2025,Western Dress_54904,417.17,861,Product Western Dress_54904,2
2026,Western Dress_35629,400.47,916,Product Western Dress_35629,1
2027,Western Dress_22605,128.79,704,Product Western Dress_22605,1
2028,Western Dress_34623,285.42,783,Product Western Dress_34623,1
2029,Western Dress_806,445.5,833,Product Western Dress_806,1
2030,Western Dress_2202,138.53,78,Product Western Dress_2202,1
2031,Western Dress_6184,190.38,685,Product Western Dress_6184,1
2032,Western Dress_58772,314.88,665,Product Western Dress_58772,1
2033,Western Dress_29156,69.31,66,Product Western Dress_29156,1
2034,Western Dress_37697,278.37,359,Product Western Dress_37697,1
2035,Western Dress_46963,307.96,521,Product Western Dress_46963,1
2036,Western Dress_32797,422.13,496,Product Western Dress_32797,1
2037,Western Dress_24147,322.26,346,Product Western Dress_24147,1
2038,Western Dress_42536,167.97,1,Product Western Dress_42536,1
2039,Western Dress_24025,51.66,465,Product Western Dress_24025,2
2040,Western Dress_4665,418.32,275,Product Western Dress_4665,2
2041,Western Dress_48160,350.52,286,Product Western Dress_48160,2
2042,Western Dress_33555,387.32,389,Product Western Dress_33555,2
2043,Western Dress_45451,158.12,678,Product Western Dress_45451,1
2044,Western Dress_62144,278.39,281,Product Western Dress_62144,1
2045,Western Dress_58850,459.96,917,Product Western Dress_58850,2
2046,Western Dress_51063,86.72,247,Product Western Dress_51063,1
2047,Western Dress_39621,463.4,777,Product Western Dress_39621,1
2048,Western Dress_58649,371.06,642,Product Western Dress_58649,1
2049,Western Dress_55661,290.9,636,Product Western Dress_55661,1
2050,Western Dress_36748,132.65,429,Product Western Dress_36748,1
2051,Western Dress_56666,493.11,5,Product Western Dress_56666,1
2052,Western Dress_11544,472.1,334,Product Western Dress_11544,1
2053,Western Dress_50070,92.55,233,Product Western Dress_50070,1
2054,Western Dress_43925,147.65,897,Product Western Dress_43925,1
2055,Western Dress_48193,304.33,403,Product Western Dress_48193,1
2056,Western Dress_18409,142.04,251,Product Western Dress_18409,1
2057,Western Dress_4558,475.79,963,Product Western Dress_4558,2
2058,Western Dress_24509,119.57,833,Product Western Dress_24509,2
2059,Western Dress_52765,140.95,315,Product Western Dress_52765,1
2060,Western Dress_48236,439.94,113,Product Western Dress_48236,1
2061,Western Dress_8728,450.77,223,Product Western Dress_8728,1
2062,Western Dress_61770,122.31,158,Product Western Dress_61770,1
2063,Western Dress_51095,473.89,906,Product Western Dress_51095,1
2064,Western Dress_36664,60.53,143,Product Western Dress_36664,1
2065,Western Dress_55283,487.23,566,Product Western Dress_55283,1
2066,Western Dress_18641,223.65,422,Product Western Dress_18641,1
2067,Western Dress_49045,164.6,832,Product Western Dress_49045,1
2068,Western Dress_26911,229.29,459,Product Western Dress_26911,1
2069,Western Dress_47866,426.69,787,Product Western Dress_47866,1
2070,Western Dress_62487,221.04,879,Product Western Dress_62487,1
2071,Western Dress_41088,271.07,467,Product Western Dress_41088,1
2072,Western Dress_6428,192.79,443,Product Western Dress_6428,1
2073,Western Dress_56640,367.86,390,Product Western Dress_56640,1
2074,Western Dress_12175,90.26,643,Product Western Dress_12175,1
2075,Western Dress_19244,476.07,536,Product Western Dress_19244,1
2076,Western Dress_55652,470.13,68,Product Western Dress_55652,1
2077,Western Dress_8575,144.0,852,Product Western Dress_8575,1
2078,Western Dress_49601,459.76,399,Product Western Dress_49601,1
2079,Top_5735,114.3,529,Product Top_5735,1
2080,Top_3575,319.3,427,Product Top_3575,1
2081,Top_60956,183.97,306,Product Top_60956,1
2082,Top_19298,492.84,331,Product Top_19298,1
2083,Top_56359,194.7,7,Product Top_56359,1
2084,Top_63474,433.09,782,Product Top_63474,1
2085,Top_21891,462.89,555,Product Top_21891,1
2086,Top_22865,420.92,972,Product Top_22865,1
2087,Top_55741,190.29,621,Product Top_55741,2
2088,Top_31666,396.32,376,Product Top_31666,1
2089,Top_64911,374.05,706,Product Top_64911,1
2090,Top_1861,405.11,861,Product Top_1861,1
2091,Top_61865,366.98,562,Product Top_61865,1
2092,Top_63565,87.1,682,Product Top_63565,1
2093,Top_37169,212.58,945,Product Top_37169,1
2094,Top_62870,100.0,793,Product Top_62870,1
2095,Top_9410,90.48,8,Product Top_9410,1
2096,Top_59940,72.37,545,Product Top_59940,1
2097,Top_6803,144.49,128,Product Top_6803,1
2098,Top_8507,407.0,204,Product Top_8507,1
2099,Western Dress_30273,365.92,453,Product Western Dress_30273,2
2100,Western Dress_44704,70.98,377,Product Western Dress_44704,1
2101,Western Dress_16451,97.73,192,Product Western Dress_16451,1
2102,Western Dress_10740,496.01,932,Product Western Dress_10740,1
2103,Western Dress_11288,243.92,531,Product Western Dress_11288,1
2104,Western Dress_28545,296.35,963,Product Western Dress_28545,1
2105,Western Dress_9940,267.13,568,Product Western Dress_9940,1
2106,Western Dress_64047,129.33,368,Product Western Dress_64047,1
2107,Western Dress_17502,386.2,859,Product Western Dress_17502,1
2108,Western Dress_16929,101.76,372,Product Western Dress_16929,2
2109,Western Dress_2915,112.94,408,Product Western Dress_2915,1
2110,Western Dress_12008,403.22,442,Product Western Dress_12008,1
2111,Western Dress_24339,327.72,860,Product Western Dress_24339,1
2112,Western Dress_18273,169.71,378,Product Western Dress_18273,2
2113,Western Dress_54847,438.08,298,Product Western Dress_54847,1
2114,Western Dress_40500,285.42,42,Product Western Dress_40500,1
2115,Western Dress_3489,185.64,183,Product Western Dress_3489,1
2116,Western Dress_31035,119.17,312,Product Western Dress_31035,1
2117,Saree_57031,134.27,618,Product Saree_57031,1
2118,Saree_11890,131.63,928,Product Saree_11890,2
2119,Saree_701,344.12,665,Product Saree_701,1
2120,Saree_50727,227.38,861,Product Saree_50727,1
2121,Saree_28437,291.49,476,Product Saree_28437,1
2122,Saree_65361,493.89,300,Product Saree_65361,1
2123,Saree_32633,176.07,359,Product Saree_32633,1
2124,Saree_7998,380.36,361,Product Saree_7998,1
2125,Saree_47178,239.33,529,Product Saree_47178,1
2126,Saree_50041,107.86,822,Product Saree_50041,1
2127,Saree_51081,248.71,318,Product Saree_51081,1
2128,kurta_62753,60.87,26,Product kurta_62753,2
2129,kurta_50134,258.12,58,Product kurta_50134,1
2130,kurta_27794,292.91,900,Product kurta_27794,2
2131,kurta_17276,152.75,783,Product kurta_17276,2
2132,kurta_46458,207.98,824,Product kurta_46458,1
2133,kurta_51954,471.16,866,Product kurta_51954,1
2134,kurta_21216,133.01,567,Product kurta_21216,2
2135,kurta_29407,433.6,942,Product kurta_29407,2
2136,kurta_64910,451.28,985,Product kurta_64910,2
2137,kurta_43043,493.9,514,Product kurta_43043,1
2138,kurta_13745,175.18,381,Product kurta_13745,1
2139,kurta_10143,114.11,508,Product kurta_10143,2
2140,kurta_51573,85.63,261,Product kurta_51573,1
2141,kurta_18547,337.36,958,Product kurta_18547,1
2142,kurta_2155,99.92,127,Product kurta_2155,1
2143,kurta_46271,69.77,768,Product kurta_46271,1
2144,kurta_42776,84.7,118,Product kurta_42776,1
2145,kurta_26286,359.59,359,Product kurta_26286,1
2146,kurta_14675,158.13,443,Product kurta_14675,1
2147,kurta_9894,269.46,481,Product kurta_9894,1
2148,kurta_32500,130.33,230,Product kurta_32500,1
2149,kurta_63159,234.36,962,Product kurta_63159,1
2150,kurta_52634,412.96,548,Product kurta_52634,1
2151,kurta_828,171.97,308,Product kurta_828,2
2152,kurta_24827,215.98,32,Product kurta_24827,1
2153,kurta_23553,475.59,291,Product kurta_23553,1
2154,kurta_30398,408.12,55,Product kurta_30398,2
2155,kurta_47521,453.3,651,Product kurta_47521,1
2156,kurta_43647,245.71,924,Product kurta_43647,1
2157,kurta_27786,78.82,197,Product kurta_27786,1
2158,kurta_18581,360.9,736,Product kurta_18581,1
2159,kurta_27866,332.38,552,Product kurta_27866,1
2160,kurta_20242,482.08,441,Product kurta_20242,1
2161,kurta_23843,148.01,573,Product kurta_23843,2
2162,kurta_43830,91.92,36,Product kurta_43830,1
2163,kurta_18788,262.65,108,Product kurta_18788,1
2164,kurta_16776,409.77,926,Product kurta_16776,1
2165,kurta_10884,223.06,812,Product kurta_10884,1
2166,kurta_62359,293.61,64,Product kurta_62359,1
2167,kurta_3213,190.96,438,Product kurta_3213,1
2168,kurta_14222,170.31,263,Product kurta_14222,1
2169,kurta_49192,473.88,934,Product kurta_49192,1
2170,kurta_35802,471.44,413,Product kurta_35802,1
2171,kurta_34898,283.38,423,Product kurta_34898,1
2172,kurta_2521,337.15,484,Product kurta_2521,1
2173,kurta_5474,313.72,985,Product kurta_5474,2
2174,kurta_21928,137.9,830,Product kurta_21928,1
2175,kurta_65269,177.24,414,Product kurta_65269,2
2176,kurta_20447,435.28,38,Product kurta_20447,2
2177,kurta_50494,361.75,777,Product kurta_50494,1
2178,kurta_31013,377.85,994,Product kurta_31013,2
2179,kurta_31498,456.15,232,Product kurta_31498,1
2180,kurta_64991,130.32,940,Product kurta_64991,2
2181,kurta_20110,163.73,249,Product kurta_20110,1
2182,kurta_49812,210.72,709,Product kurta_49812,2
2183,kurta_15639,415.09,61,Product kurta_15639,2
2184,kurta_63595,229.84,744,Product kurta_63595,1
2185,kurta_16443,472.6,820,Product kurta_16443,1
2186,kurta_53497,91.8,915,Product kurta_53497,1
2187,kurta_17450,321.4,780,Product kurta_17450,2
2188,kurta_39240,158.94,865,Product kurta_39240,2
2189,kurta_55347,450.45,534,Product kurta_55347,2
2190,kurta_27451,314.58,552,Product kurta_27451,2
2191,kurta_50606,150.59,473,Product kurta_50606,1
2192,kurta_4526,448.97,193,Product kurta_4526,2
2193,kurta_36695,277.99,632,Product kurta_36695,2
2194,kurta_44701,64.46,515,Product kurta_44701,2
2195,kurta_23988,488.71,360,Product kurta_23988,1
2196,kurta_7673,298.79,604,Product kurta_7673,1
2197,kurta_27056,331.3,468,Product kurta_27056,1
2198,kurta_57705,97.65,446,Product kurta_57705,2
2199,kurta_51749,58.62,175,Product kurta_51749,2
2200,kurta_29129,352.47,461,Product kurta_29129,1
2201,kurta_50471,383.32,812,Product kurta_50471,1
2202,kurta_5821,252.27,666,Product kurta_5821,1
2203,kurta_51574,293.46,701,Product kurta_51574,1
2204,kurta_49744,72.47,437,Product kurta_49744,2
2205,kurta_35413,478.85,867,Product kurta_35413,1
2206,kurta_25423,498.17,935,Product kurta_25423,1
2207,kurta_14009,79.96,712,Product kurta_14009,1
2208,kurta_47796,459.49,890,Product kurta_47796,1
2209,kurta_48076,222.94,829,Product kurta_48076,1
2210,kurta_46543,270.72,326,Product kurta_46543,1
2211,kurta_65495,84.48,344,Product kurta_65495,1
2212,kurta_44772,341.69,955,Product kurta_44772,1
2213,kurta_43645,282.61,762,Product kurta_43645,1
2214,kurta_3402,478.32,818,Product kurta_3402,2
2215,kurta_63283,109.86,910,Product kurta_63283,1
2216,kurta_47675,421.28,45,Product kurta_47675,1
2217,kurta_6145,96.86,282,Product kurta_6145,2
2218,kurta_50283,438.03,572,Product kurta_50283,1
2219,kurta_801,190.14,40,Product kurta_801,1
2220,kurta_63049,481.86,208,Product kurta_63049,2
2221,kurta_53004,293.42,704,Product kurta_53004,1
2222,kurta_27129,68.27,175,Product kurta_27129,1
2223,kurta_4330,96.35,268,Product kurta_4330,2
2224,kurta_52185,208.24,61,Product kurta_52185,2
2225,kurta_7562,53.93,479,Product kurta_7562,1
2226,kurta_1672,196.85,554,Product kurta_1672,1
2227,kurta_31493,365.84,740,Product kurta_31493,2
2228,kurta_28467,69.84,662,Product kurta_28467,1
2229,kurta_44092,384.82,67,Product kurta_44092,1
2230,kurta_27809,245.98,550,Product kurta_27809,2
2231,kurta_2131,435.07,234,Product kurta_2131,1
2232,kurta_41650,425.08,281,Product kurta_41650,1
2233,kurta_40216,88.37,730,Product kurta_40216,1
2234,kurta_39937,90.56,737,Product kurta_39937,1
2235,kurta_35297,429.97,505,Product kurta_35297,1
2236,kurta_53208,264.94,212,Product kurta_53208,1
2237,kurta_37882,176.47,558,Product kurta_37882,1
2238,kurta_15571,163.53,713,Product kurta_15571,1
2239,kurta_29924,119.49,808,Product kurta_29924,2
2240,kurta_2050,77.26,535,Product kurta_2050,1
2241,kurta_33797,449.13,954,Product kurta_33797,1
2242,kurta_63754,113.72,264,Product kurta_63754,1
2243,kurta_6157,497.73,401,Product kurta_6157,1
2244,kurta_41104,269.21,284,Product kurta_41104,1
2245,kurta_49374,112.21,822,Product kurta_49374,2
2246,kurta_3744,303.0,475,Product kurta_3744,2
2247,kurta_25639,429.1,654,Product kurta_25639,1
2248,kurta_40932,378.54,609,Product kurta_40932,2
2249,kurta_57744,483.33,478,Product kurta_57744,2
2250,kurta_38296,165.36,92,Product kurta_38296,2
2251,kurta_58690,155.82,744,Product kurta_58690,2
2252,kurta_30544,381.28,162,Product kurta_30544,2
2253,kurta_29460,488.93,370,Product kurta_29460,2
2254,kurta_24469,464.01,617,Product kurta_24469,2
2255,kurta_34985,193.79,372,Product kurta_34985,2
2256,kurta_62010,292.42,895,Product kurta_62010,2
